id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
1849,Dorota,,SCHRAMMEK,2
1850,Elżbieta,Barbara,ZIELINKIEWICZ,2
1851,Maria,Renata,SCHNEIDER,2
1852,Piotr,Paweł,MISIŁO,2
1853,Adam,Adolf,BEDNARCZYK,3
1854,Arkadiusz,Kazimierz,CZAK,3
1855,Janusz,Adam,JAREMKO,3
1856,Zbigniew,Marian,KILUK,3
1857,Ewa,Helena,STOLARZ,3
1858,Katarzyna,Lidia,SZAŁAŃSKA,3
1859,Joanna,,FIAŁKOWSKA,3
1860,Daniela,Feliksa,PACHNICKA,3
1861,Anna,,MACION,3
1862,Małgorzata,Maria,PIEKUT,3
1863,Robert,Jan,FABIANOWICZ,3
1864,Artur,,TETKOWSKI,3
1865,Zbigniew,,SMULEWICZ,3
1866,Andrzej,,FABIANOWICZ,3
1867,Krystyna,Elżbieta,TRYBUŁA,3
1868,Aleksandra,Tatiana,SZADZIEWSKA,3
1869,Genowefa,,GALAS,3
1870,Anna,Maria,PIEKARSKA,3
1871,Łukasz,Bogumił,KORWIN,3
1872,Sebastian,,WYRZYKOWSKI,3
1873,Mirosław,,BASIEWICZ,3
1874,Andrzej,,KOCHANOWSKI,3
1875,Monika,,BUCHOWSKA,3
1876,Karol,,SZKLARZEWSKI,3
1877,Krystyna,,BOBROWSKA,3
1878,Paula,,KALIŃSKA,3
1879,Józef,,FIERTEK,3
1880,Kazimierz,,BOŁTRUCZYK,3
1881,Edyta,,KOSMOWSKA,3
1882,Zygmunt,,OSIECKI,3
1883,Monika,,FLIS,3
1884,Eugeniusz,Zdzisław,ŁAWRYNOWICZ,3
1885,Ewa,,GWIAZDA,3
1886,Łukasz,,BZURA,3
1887,Marta,,KOZIKOWSKA,3
1888,Ryszard,,FLIS,3
1889,Monika,,BOŁTRUCZYK-KASABUŁA,3
1890,Andrzej,,KRASOWSKI,3
1891,Zbigniew,Jacek,PUCHNOWSKI,3
1892,Zdzisław,Kazimierz,JANKOWSKI,3
1893,Eugeniusz,,MACIEJEWSKI,3
1894,Mirosław,Sławomir,PATERKIEWICZ,3
1895,Julia,,URBANOWSKA,3
1896,Mariola,Ewa,KRENZ,3
1897,Milena,,CIESIELSKA,3
1898,Andrzej,,RUSIN,3
1899,Danuta,,MISIAK,3
1900,Mieczysław,Piotr,GÓRA,3
1901,Piotr,,ŚWIĄTEK,3
1902,Urszula,Halina,KURCZEWSKA,3
1903,Agnieszka,Joanna,DOROSZUK,3
1904,Tomasz,,HYBIAK,3
1905,Hubert,Stanisław,CZERNIAK,4
1906,Mateusz,,WAŚKIEWICZ,4
1907,Paweł,,KULITA,4
1908,Janusz,Michał,CIEŚLIK,4
1909,Michał,Mirosław,ARAK,4
1910,Daniel,Jarosław,JASIŃSKI,4
1911,Ariel,,ZGARDZIŃSKI,4
1912,Monika,Maria,ZIĘBA,4
1913,Magdalena,Grażyna,SZCZECIŃSKA,4
1914,Aneta,,SZYMAŃSKA,4
1915,Mariola,Beata,JAŃCZYK,4
1916,Irmina,Grażyna,BONIECKA,4
1917,Andrzej,Kazimierz,SZLĘZAK,4
1918,Krzysztof,Jerzy,STELMACH,4
1919,Bernadeta,Aneta,BATOR,4
1920,Artur,Paweł,MRYCZKO,4
1921,Tomasz,Wiesław,DREWNIAK,4
1922,Joanna,Agnieszka,GRABEK,4
1923,Mariusz,,MAZUREK,4
1924,Jolanta,,WIKTOR,4
1925,Artur,,KOSIOROWSKI,4
1926,Marcin,Paweł,OPAŁKA,4
1927,Renata,,JAROSZ,4
1928,Marek,Konrad,WIELGOSZ,4
1929,Monika,Izabela,GRZESIAK-KOSIOROWSKA,4
1930,Joanna,Dominika,GODEK-KOWALSKA,4
1931,Marta,Ewa,BUJAK,4
1932,Artur,Piotr,GORCZYCA,4
1933,Karol,Franciszek,SZOSTEK,4
1934,Mariusz,Kazimierz,MATŁOSZ,4
1935,Marcin,,SAWICKI,4
1936,Piotr,,SIKORSKI,4
1937,Bogusław,,KONIUCH,4
1938,Edyta,,JANKOWSKA,4
1939,Igor,,DANIŁOWSKI,4
1940,Joanna,,BOBIK,4
1941,Anna,,KOSACKA,4
1942,Monika,,ROGOWSKA,4
1943,Rafał,Marcin,KOSNO,4
1944,Cezary,,NIETUPSKI,4
1945,Katarzyna,,CHORUŻA,4
1946,Piotr,,PAWŁOWSKI,4
1947,Grzegorz,,GRYCUK,4
1948,Justyna,,KAMIEŃSKA,4
1949,Adam,,CZAPIEWSKI,4
1950,Piotr,Krzysztof,LIROY-MARZEC,4
1951,Paweł,Mieczysław,POŁANECKI,4
1952,Marcin,Lech,MOLENDA,4
1953,Anna,,KRYSTOWSKA,4
1954,Michał,Franciszek,PIOTROWSKI,4
1955,Grzegorz,,ZIELIŃSKI,4
1956,Katarzyna,Edyta,GŁODKOWSKA,4
1957,Łukasz,Roman,BUKŁAT,4
1958,Ewa,Justyna,MACHNICKA-ZIELIŃSKA,4
1959,Sławomir,Krystian,LECH,4
1960,Magdalena,Maria,DEEP,4
1961,Magdalena,Anna,BUKŁAT,4
1962,Piotr,Maksymilian,SITKOWSKI,4
1963,Ewelina,Edyta,PAWLIKOWSKA-WIJAS,4
1964,Tomasz,Grzegorz,LIS,4
1965,Monika,Agnieszka,PĘCAK,4
1966,Karol,Jerzy,BOŻEK,4
1967,Aleksandra,Sylwia,BOŻEK,4
1968,Paweł,Łukasz,JAROSZEWSKI,4
1969,Paweł,Stanisław,ABRAMSKI,4
1970,Iwona,Elżbieta,GANCEWSKA,4
1971,Piotr,,ŁAZUKA,4
1972,Stanisław,Jan,WALCZAK,4
1973,Maciej,Franciszek,KUSIOR,4
1974,Zuzanna,Maria,KRAJEWSKA,4
1975,Marta,,CYMERMAN-MACIEJOWSKA,4
1976,Teresa,Gracjana,SOBIERAJSKA,4
1977,Paweł,Tomasz,ZAWADZKI,4
1978,Andrzej,Jan,FIGIEL,4
1979,Stanisław,Adam,ŻUK,5
1980,Tadeusz,,SAMBORSKI,5
1981,Mariola,,SZCZĘSNA,5
1982,Andrzej,,ROJEK,5
1983,Stanisław,,LASKOWSKI,5
1984,Artur,Andrzej,JURKOWSKI,5
1985,Zofia,,RAK,5
1986,Wiktor,Marian,PIOTROWSKI,5
1987,Bożena,Maria,BRZOZOWSKA,5
1988,Olga,,BURDYNA,5
1989,Maria,,WRONA,5
1990,Cecylia,Ewa,STANKIEWICZ,5
1991,Roman,Edward,SADOWSKI,5
1992,Stanisław,,GRZYB,5
1993,Waldemar,Andrzej,MATYS,5
1994,Romuald,Piotr,SALATA,5
1995,Marcin,Karol,KRASOWSKI,5
1996,Kazimiera,Zofia,TUCHOWSKA,5
1997,Mariusz,Janusz,IMIELSKI,5
1998,Bartosz,,ŁASICA,5
1999,Barbara,,OTROCIUK,5
2000,Eugenia,,BUKAT,5
2001,Stanisław,,GNAT,5
2002,Leszek,Józef,SUPIERZ,5
2003,Paweł,Jarosław,GANCARZ,5
2004,Józef,,KOŁT,5
2005,Ewa,Daniela,KWIATKOWSKA,5
2006,Magdalena,Dorota,KUCZEK,5
2007,Jarosław,Jerzy,RUDNICKI,5
2008,Joanna,Bogna,BONIECKA,5
2009,Maria,,SOKOŁOWSKA,5
2010,Wacław,Alojzy,DZIENDZIEL,5
2011,Paweł,Mariusz,MAZUR,5
2012,Jarosław,Marian,UBIK,5
2013,Danuta,Maria,WIERZBICKA-BARA,5
2014,Sylwia,Edyta,KOWALSKA,5
2015,Izabela,Maria,KARCH,5
2016,Natalia,Weronika,SULIKOWSKA,5
2017,Radosław,,KYCIA,5
2018,Stanisław,Tadeusz,LONGAWA,5
2019,Jacek,,PROTASIEWICZ,5
2020,Maciej,Adam,ZEGAN,5
2021,Joanna,Barbara,BRONOWICKA,5
2022,Grzegorz,Tomasz,DUDA,5
2023,Jan,,SOCHA,5
2024,Tomasz,Stanisław,MALEC,5
2025,Ryszard,,LECH,5
2026,Witold,,SZYDEŁKO,5
2027,Ewa,Grażyna,LITWIN,5
2028,Hieronim,Stanisław,KURYŚ,5
2029,Marek,,WARCHOLIŃSKI,5
2030,Janina,,KWIATKOWSKA-KORCZAK,5
2031,Aleksandra,Anna,KUCHARSKA,5
2032,Łukasz,Maciej,KUŹMICZ,5
2033,Bartosz,Krystian,GROCHOLSKI,5
2034,Łukasz,Michał,MACAŁA,5
2035,Joanna,Alicja,SZULC,5
2036,Jolanta,Stanisława,FURDYNA,5
2037,Karol,Henryk,ZALEWSKI,5
2038,Barbara,Maria,BUBNICKA,5
2039,Arkadiusz,Rafał,KOWALSKI,5
2040,Elżbieta,Marta,MAJOCHA,5
2041,Jacek,Jan,SOŁTYS,5
2042,Bożena,Maria,ADAMCZYK-POGORZELEC,5
2043,Urszula,Agnieszka,BARTOSZEWICZ,5
2044,Emilia,Maria,PAWNUK,5
2045,Joanna,Róża,MRÓZ-MOŻDŻONEK,5
2046,Mirosław,Mieczysław,ŁOPATKA,5
2047,Dariusz,,KURZAWA,5
2048,Krzysztof,Gustaw,SIKORA,5
2049,Klaudia,,ŚMIGIELSKA,5
2050,Zofia,Władysława,KOZŁOWSKA,5
2051,Jadwiga,Władysława,NAWROT,5
2052,Jan,Kazimierz,BIERNACKI,5
2053,Franciszek,,KOSZOWSKI,5
2054,Ewa,Teresa,ANKIEWICZ-JASIŃSKA,5
2055,Zbigniew,Piotr,KAPUSTA,5
2056,Tomasz,Edmund,MIŁOWSKI,5
2057,Hanna,Jadwiga,SOBIECHOWSKA,5
2058,Aleksandra,Beata,PAZDERSKA,5
2059,Krzysztof,Janusz,RÓŻAŃSKI,5
2060,Tomasz,,BAGNEROWSKI,5
2061,Paweł,Maksymilian,SANKOWSKI,5
2062,Aleksandra,Maria,STANEK,5
2063,Łukasz,Cyprian,URBAŃSKI,5
2064,Wiesława,Stanisława,PROCHOWNIK,5
2065,Grzegorz,Czesław,ROWIŃSKI,5
2066,Henryk,,PAWLINA,5
2067,Jarosław,Jan,SŁOMA,5
2068,Kamila,Tatiana,ŁĄCZNA,5
2069,Jacek,,SUPERCZYŃSKI,5
2070,Ewa,Monika,MES,5
2071,Paweł,,SZRAMKA,5
2072,Zbigniew,,SOSNOWSKI,5
2073,Janusz,Andrzej,DZIĘCIOŁ,5
2074,Edyta,Lidia,ZAKRZEWSKA,5
2075,Ewa,Sławomira,KIERZKOWSKA,5
2076,Damian,Rafał,KACZAN,5
2077,Marcin,,OKRUCIŃSKI,5
2078,Magdalena,,KICIAK-KUCHARSKA,5
2079,Andrzej,Ignacy,GROSS,5
2080,Jarosław,Przemysław,NAJBERG,5
2081,Sławomir,Franciszek,STANISZEWSKI,5
2082,Anna,Maria,KUBCZAK-KOSICKA,5
2083,Bartosz,Damian,KUBACKI,5
2084,Marzena,Ewa,RACHUBIŃSKA,5
2085,Sławomir,,SŁOWIK,5
2086,Angelika,Monika,BARYŁO,5
2087,Andrzej,,OWCZARZ,5
2088,Danuta,Ewa,WARSZAWSKA,5
2089,Przemysław,,MAMROT,5
2090,Marika,Katarzyna,MATUSZEWSKA,5
2091,Tomasz,,ŁUCZAK,5
2092,Anna,,PASTUSZKA,5
2093,Witold,,KWAPIŃSKI,5
2094,Joanna,,BUDZIŃSKA,5
2095,Krzysztof,,CZARNECKI,5
2096,Krzysztof,,BARANOWSKI,5
2097,Jan,Zbigniew,ŁOPATA,5
2098,Marek,,KOS,5
2099,Henryk,Józef,SMOLARZ,5
2100,Grzegorz,Krzysztof,KAPUSTA,5
2101,Dariusz,Maksymilian,KRZĘCIO,5
2102,Piotr,Sławomir,RZETELSKI,5
2103,Zenon,Jerzy,RODZIK,5
2104,Grzegorz,Stanisław,SZYSZKO,5
2105,Marek,,KOPEĆ,5
2106,Dariusz,Stanisław,KOŁODZIEJCZYK,5
2107,Marceli,Mateusz,NIEZGODA,5
2108,Karolina,,KUCHARCZYK,5
2109,Edyta,Agnieszka,DUDZIŃSKA,5
2110,Jerzy,Włodzimierz,BEDNARSKI,5
2111,Anna,,GRZYWACZEWSKA,5
2112,Anna,,SZMIDT,5
2113,Eliza,Agata,FRANCZAK,5
2114,Krzysztof,Kamil,CHOCHOWSKI,5
2115,Daniel,,STANIBUŁA,5
2116,Marlena,,PIĄTEK,5
2117,Magdalena,,MISIASZEK,5
2118,Renata,Jolanta,KASPRZAK,5
2119,Urszula,Monika,DRĄŻYK-ŚWITAJ,5
2120,Małgorzata,,BUJAK,5
2121,Magdalena,Maria,WDOWIAK,5
2122,Jacek,Andrzej,WILK,5
2123,Henryk,Jan,RUDNIK,5
2124,Barbara,,KOT,5
2125,Aneta,,ODROBIŃSKA,5
2126,Daniel,,SŁOWIK,5
2127,Jarosław,,SACHAJKO,5
2128,Arkadiusz,Tomasz,BRATKOWSKI,5
2129,Przemysław,,LITWINIUK,5
2130,Wiesław,Marian,RÓŻYŃSKI,5
2131,Kazimierz,,SMAL,5
2132,Andrzej,,ROMAŃCZUK,5
2133,Anna,,SZYMALA,5
2134,Jan,Franciszek,KOWALCZYK,5
2135,Anna,,WIŚNIEWSKA,5
2136,Sławomir,Jan,SUSZCZYŃSKI,5
2137,Marzena,Jolanta,MALESA,5
2138,Agnieszka,Renata,CZUBA,5
2139,Karolina,,PIWKO,5
2140,Teodora,,WYPYCH,5
2141,Ryszard,Zbigniew,STANIBUŁA,5
2142,Mirosława,Teresa,FORNAL,5
2143,Irena,,KAMIŃSKA,5
2144,Teresa,,NOWAK,5
2145,Bartosz,,KOCZKODAJ,5
2146,Anna,Bożena,DZIUBA,5
2147,Grzegorz,,SIEMAKOWICZ,5
2148,Marek,,WILBIK,5
2149,Sławomir,Paweł,NOSEK,5
2150,Janusz,,ZIELIŃSKI,5
2151,Jolanta,Beata,FEDAK,5
2152,Jan,,ŚWIREPO,5
2153,Artur,Dariusz,GROC,5
2154,Roman,Stanisław,KRÓL,5
2155,Wioleta,Elżbieta,HARĘŹLAK,5
2156,Stanisław,,TOMCZYSZYN,5
2157,Zofia,Teresa,PLEWA,5
2158,Jarosław,Józef,KACZMAREK,5
2159,Zbigniew,Jan,KOŁODZIEJ,5
2160,Iwona,Agnieszka,CZEREPKO,5
2161,Anna,,CHINALSKA,5
2162,Anna,Wiesława,DĘBICKA,5
2163,Izabela,Ewa,KUMOR-PILARCZYK,5
2164,Marek,,HALASZ,5
2165,Sławomir,,KULCZYŃSKI,5
2166,Mirosław,Wojciech,OLEJNICZAK,5
2167,Dariusz,Jerzy,WRÓBLEWSKI,5
2168,Andrzej,Janusz,GEMBARA,5
2169,Antoni,Józef,SOŁTYS,5
2170,Waldemar,Henryk,STAROSTA,5
2171,Wanda,Elżbieta,SZUMNA,5
2172,Anna,Sylwia,KOMAR,5
2173,Krystyna,,BRYSZEWSKA,5
2174,Łukasz,,MEJZA,5
2175,Elżbieta,,BIŃCZYCKA,5
2176,Henryk,Stanisław,SIEMIŃSKI,5
2177,Eugeniusz,Paweł,MAJEWSKI,5
2178,Ewa,Małgorzata,GŁADYSZ,5
2179,Irena,,GRALEWSKA-JAGIEŁŁO,5
2180,Klaudia,Czesława,ZABOROWSKA-GORZKIEWICZ,5
2181,Marcin,Tomasz,PIONTEK,5
2182,Agata,,KULESZKA,5
2183,Maksymilian,Patryk,BEDNAREK,5
2184,Adam,Tomasz,KACPRZYCKI,5
2185,Bartłomiej,,LIPSKI,5
2186,Jerzy,Andrzej,JACKIEWICZ,5
2187,Monika,Dorota,OLEKSIEWICZ,5
2188,Michał,,MATYSIAK,5
2189,Adam,Grzegorz,WOJCIECHOWSKI,5
2190,Witold,Adam,MIELCZAREK,5
2191,Anna,,KASPRZYK-KOSTRZEWA,5
2192,Piotr,Witold,PIEKIELNY,5
2193,Krzysztof,Piotr,JĘDRASIK,5
2194,Dariusz,,KLIMCZAK,5
2195,Tomasz,,ŁUCZKOWSKI,5
2196,Teresa,Małgorzata,JĘDRASZEK,5
2197,Elżbieta,Teresa,OŚCIK,5
2198,Henryk,,MAJEWSKI,5
2199,Bogdan,,KĄCKI,5
2200,Krystyna,,CZECHOWSKA,5
2201,Agnieszka,Teresa,FIRST,5
2202,Zbigniew,Stanisław,WYSZOGRODZKI,5
2203,Bożena,Maria,GRAŁEK,5
2204,Alicja,Bogusława,GÓRSKA,5
2205,Grażyna,Marianna,OLSZEWSKA,5
2206,Jacek,Bogdan,WALCZYK,5
2207,Stanisław,,ŁOŚ,5
2208,Barbara,Danuta,ROBAK,5
2209,Damian,Piotr,PAZUREK,5
2210,Ewelina,,SKORUPA,5
2211,Marek,Marian,MAZUR,5
2212,Paweł,Jan,BEJDA,5
2213,Jolanta,,ZIĘBA-GZIK,5
2214,Adam,Paweł,NOWAK,5
2215,Elżbieta,Renata,NAWROCKA,5
2216,Bogdan,Ryszard,JAROTA,5
2217,Tomasz,,WOŹNIAK,5
2218,Zbigniew,Marek,STASIAK,5
2219,Michał,Tomasz,PACHOLSKI,5
2220,Marek,Jan,KRAWCZYK,5
2221,Ewa,,BEDNAREK,5
2222,Marek,,JANKOWSKI,5
2223,Andrzej,,KARNISZEWSKI,5
2224,Paweł,Krzysztof,PLEWIŃSKI,5
2225,Michał,Waldemar,TERKA,5
2226,Maria,,KACZOROWSKA,5
2227,Marcin,,ŁABĘDZKI,5
2228,Alina,,BŁACH,5
2229,Andrzej,,ŻÓRAW,5
2230,Ewa,Anna,KRAWCZYK,5
2231,Justyna,Agnieszka,ROMANOW-PRZYBYLAK,5
2232,Agnieszka,,MORGA,5
2233,Danuta,,CZUPRYNIAK,5
2234,Adam,,GRZEGORY,5
2235,Andrzej,Paweł,STĘPIEŃ,5
2236,Józef,,BRYNKUS,5
2237,Józef,,KAŁA,5
2238,Dawid,Julian,HERBUT,5
2239,Grzegorz,Roman,ZAWADZKI,5
2240,Maria,,DĘBIŃSKA,5
2241,Katarzyna,,GOŁĄB,5
2242,Magdalena,,BOLEK,5
2243,Renata,Barbara,BEDRA,5
2244,Sylwia,,MICHALEC,5
2245,Marek,Andrzej,SIKORA,5
2246,Ewa,Maria,HYJEK,5
2247,Dorota,,PAJĄK,5
2248,Tomasz,Marek,JAKUBOWSKI,5
2249,Daniel,Józef,KIERPIEC,5
2250,Andrzej,,GÓRECKI,5
2251,Miłosz,Maksymilian,MOTYKA,5
2252,Agnieszka,,ŚCIGAJ,5
2253,Piotr,Marek,KEMPF,5
2254,Marta,Elżbieta,PATENA,5
2255,Łukasz,Mariusz,WANTUCH,5
2256,Jerzy,,PUŁKA,5
2257,Beata,Katarzyna,STACH,5
2258,Bartłomiej,Andrzej,SZCZOCZARZ,5
2259,Joanna,Małgorzata,ZIELNIK-PIELKA,5
2260,Elżbieta,Janina,LĘCZNAROWICZ,5
2261,Jolanta,Anna,GAJĘCKA,5
2262,Przemysław,Zbigniew,KLEMPA,5
2263,Marzena,Iwona,PASZKOT,5
2264,Marian,,APOSTOŁ,5
2265,Włodzimierz,Wiktor,OKRAJEK,5
2266,Czesław,Maciej,POBĘDZA,5
2267,Katarzyna,Helena,MITKA,5
2268,Marcin,Grzegorz,FLOREK,5
2269,Halina,Ewa,KURTYKA,5
2270,Radosław,Paweł,SŁAWOMIRSKI,5
2271,Łukasz,Andrzej,STRUTYŃSKI,5
2272,Krzysztof,Jan,SOSENKO,5
2273,Janusz,Mariusz,PASTERNAK,5
2274,Dawid,Marek,DRWAL,5
2275,Barbara,Ewa,SZWED,5
2276,Grzegorz,Józef,MACHNIK,5
2277,Adam,Bernard,WÓJCIK,5
2278,Stanisław,,DZIEDZIC,5
2279,Anna,Barbara,PROKOP-STASZECKA,5
2280,Urszula,Teresa,NOWOGÓRSKA,5
2281,Józefa,,KOLBRECKA,5
2282,Iwona,Agnieszka,TUMIDAJEWICZ,5
2283,Anatol,,KRYGOWSKI,5
2284,Małgorzata,Krystyna,PÓŁCHŁOPEK,5
2285,Katarzyna,Maria,KIEŁBASA,5
2286,Grzegorz,,BARAN,5
2287,Przemysław,Marcin,PALUCH,5
2288,Maria,Barbara,BIAŁOŃ,5
2289,Andrzej,,BARNA,5
2290,Mirosław,Stanisław,JANUS,5
2291,Maria,,BĄK,5
2292,Irena,Barbara,POPŁAWSKA,5
2293,Wioletta,Dorota,GRABSKA,5
2294,Krzysztof,,FILAS,5
2295,Maria,,TYLKA,5
2296,Hubert,Jan,RAPCIAK,5
2297,Małgorzata,,WÓJCIAK,5
2298,Rafał,Marcin,CZARNECKI,5
2299,Stanisław,Wojciech,PASOŃ,5
2300,Władysław,Marcin,KOSINIAK-KAMYSZ,5
2301,Joanna,Ewa,KORDULA,5
2302,Stanisław,Andrzej,SORYS,5
2303,Ryszard,,DROŻDŻAK,5
2304,Marcin,Stanisław,GAWEŁ,5
2305,Bogusław,,KAMIŃSKI,5
2306,Grzegorz,,DUDA,5
2307,Anna,Teresa,SKALAK,5
2308,Adam,Roman,BIEDROŃ,5
2309,Maria,Stefania,ŁAKOMA,5
2310,Marian,Józef,ZALEWSKI,5
2311,Stella,Józefa,DĄBROŚ,5
2312,Tadeusz,Kazimierz,ŻAK,5
2313,Magdalena,Anna,POWROŹNIK,5
2314,Artur,Piotr,CHMIELA,5
2315,Beata,Maria,MYŚKÓW-SKOCZEK,5
2316,Małgorzata,Anna,TOKARCZYK-KOZIOŁ,5
2317,Marcin,Krzysztof,MIKOS,5
2318,Piotr,,ZGORZELSKI,5
2319,Mirosław,Adam,ORLIŃSKI,5
2320,Konrad,,WOJNAROWSKI,5
2321,Zenon,,SZCZEPANKOWSKI,5
2322,Maria,Bożena,WRÓBLEWSKA,5
2323,Jerzy,,RZYMOWSKI,5
2324,Iwona,,SIEROCKA,5
2325,Łukasz,,LEWANDOWSKI,5
2326,Jacek,,RYZIŃSKI,5
2327,Michał,,SOSNOWSKI,5
2328,Wojciech,,SZUSTAKIEWICZ,5
2329,Katarzyna,,DURCZAK KUŹMIŃSKA,5
2330,Anna,,DERLUKIEWICZ,5
2331,Karolina,Agnieszka,KOPER,5
2332,Piotr,Łukasz,RZESZOTARSKI,5
2333,Nina,,MIRGOS-KILANOWSKA,5
2334,Agata,Ewa,SOSIŃSKA-OSIECKA,5
2335,Elżbieta,Urszula,APTEWICZ,5
2336,Anna,,SMOLIŃSKA,5
2337,Tomasz,,KOMINEK,5
2338,Mirosław,Wojciech,MALISZEWSKI,5
2339,Dariusz,Maciej,GRABOWSKI,5
2340,Bogusława,Janina,JAWORSKA,5
2341,Adam,Benon,DUSZYK,5
2342,Robert,Sylwester,FIDOS,5
2343,Robert,,DOBOSZ,5
2344,Ewa,,MALEC,5
2345,Irena,,NALEWAJKO,5
2346,Ilona,Dorota,JAROSZEK-NOWAK,5
2347,Jadwiga,,DUDEK,5
2348,Mirosław,,ŚLIFIRCZYK,5
2349,Agnieszka,Barbara,STOLARCZYK,5
2350,Maria,Agnieszka,WĘGRZECKA,5
2351,Barbara,Elżbieta,GĄSIOROWSKA,5
2352,Karolina,Zofia,SINIARSKA,5
2353,Krzysztof,Leszek,REJCZAK,5
2354,Ireneusz,,GUMOWSKI,5
2355,Zbigniew,,GOŁĄBEK,5
2356,Marek,Wacław,SAWICKI,5
2357,Krzysztof,Wawrzyniec,BORKOWSKI,5
2358,Beata,,JÓŹWIAK,5
2359,Rafał,Józef,KOWALCZYK,5
2360,Dariusz,Zbigniew,STOPA,5
2361,Paweł,Rafał,NATKOWSKI,5
2362,Marian,,KRUPIŃSKI,5
2363,Stanisław,,JASTRZĘBSKI,5
2364,Marek,,CHCIAŁOWSKI,5
2365,Bartłomiej,Jarosław,BODIO,5
2366,Anna,,TARKOWSKA,5
2367,Dorota,,CZYŻ,5
2368,Mariusz,,KOZERA,5
2369,Justyna,,ZEMBROWSKA,5
2370,Lidia,,SOPEL-SEREJA,5
2371,Kamil,,NALEWKA,5
2372,Marcin,,ZAWISTOWSKI,5
2373,Ewa,,SZURNICKA,5
2374,Beata,Marta,KACZYŃSKA,5
2375,Krystian,,KANIA,5
2376,Magdalena,Maria,SAŁATA,5
2377,Cezary,,KOŁODZIEJSKI,5
2378,Hanna,Bożenna,KELLEHER,5
2379,Michał,,POSTEK,5
2380,Władysław,Teofil,BARTOSZEWSKI,5
2381,Anna,Małgorzata,OJER,5
2382,Joanna,Maria,STANISZKIS,5
2383,Izabela,,STELMAŃSKA,5
2384,Stanisław,Piotr,HELWING,5
2385,Michał,Janusz,WĄSOWICZ,5
2386,Walentyna,,RAKIEL-CZARNECKA,5
2387,Halina,,FLIS-KUCZYŃSKA,5
2388,Juliusz,Jakub,ZAWŁOCKI,5
2389,Emil,Krzysztof,SAWICKI,5
2390,Michał,Stanisław,STRĄK,5
2391,Teresa,Maria,BOGIEL,5
2392,Wiktor,Zbigniew,MASŁOWSKI,5
2393,Adam,Krzysztof,ŁUKASIEWICZ,5
2394,Lucyna,Gertruda,WASILEWSKA,5
2395,Marcin,Tomasz,PŁOWICZ,5
2396,Karol,Tomasz,BIELSKI,5
2397,Janusz,,DYDUCH,5
2398,Tatiana,Joanna,GARSTKA,5
2399,Roman,,ŁAZARSKI,5
2400,Anna,Józefa,PANAS,5
2401,Teresa,Maria,WYSZYŃSKA,5
2402,Agata,Zofia,GRUDOWSKA,5
2403,Mirosława,,RUTKOWSKA,5
2404,Marek,Antoni,MARECKI,5
2405,Aleksander,Paweł,MAZUREK,5
2406,Piotr,Krzysztof,OWCZARSKI,5
2407,Elżbieta,Barbara,KOZUBEK,5
2408,Karolina,,MISIEJKO,5
2409,Małgorzata,Halina,PASTEWKA,5
2410,Kamil,Ernest,NOWOSIELSKI,5
2411,Katarzyna,Agata,WIECZOREK,5
2412,Bożenna,Jolanta,GOŁOTA,5
2413,Zbigniew,,CZAPLICKI,5
2414,Andrzej,Wojciech,WRÓBLEWSKI,5
2415,Jerzy,,MAZUREK,5
2416,Alicja,Elżbieta,CHOIŃSKA,5
2417,Piotr,Ludomir,SZYMANEK,5
2418,Sebastian,Adrian,TYSZCZUK,5
2419,Robert,Dariusz,MORDAK,5
2420,Bożena,Jadwiga,ŻELAZOWSKA,5
2421,Jakub,Łukasz,STEFANIAK,5
2422,Agnieszka,Beata,PETELICKA,5
2423,Artur,Mateusz,ŚWIERCZ,5
2424,Magdalena,,BIERNACKA,5
2425,Emilia,,OLEKSIAK,5
2426,Dariusz,Grzegorz,GRAJDA,5
2427,Piotr,Stanisław,GALIŃSKI,5
2428,Karol,Andrzej,MAŁOLEPSZY,5
2429,Artur,,POZOREK,5
2430,Krystian,Stanisław,BUSZTA,5
2431,Marek,Szczepan,SUDOMIRSKI,5
2432,Ewa,,SZYNKIEWICZ,5
2433,Zdzisław,Czesław,LITWIŃCZUK,5
2434,Ilona,,NASIADKA,5
2435,Joanna,Katarzyna,CIEPIELEWSKA,5
2436,Michał,Adam,DOMINIAK,5
2437,Maryla,Barbara,ŁUKASIŃSKA,5
2438,Małgorzata,,OKUROWSKA,5
2439,Daniel,Krzysztof,SOSIN,5
2440,Damian,Marek,PIEKUT,5
2441,Erwina,Lilia,RYŚ-FERENS,5
2442,Łukasz,Jan,BORKOWSKI,5
2443,Paweł,Piotr,KUKIZ,5
2444,Stanisław,,RAKOCZY,5
2445,Paweł,,GRABOWSKI,5
2446,Antoni,Jacek,KONOPKA,5
2447,Piotr,,POŚPIECH,5
2448,Marcin,Krzysztof,OSZAŃCA,5
2449,Agnieszka,Izabela,ZAGOLA,5
2450,Wojciech,Jan,JAGIEŁŁO,5
2451,Kazimierz,,GŁOWACKI,5
2452,Tomasz,Paweł,WICIAK,5
2453,Barbara,,ZAJĄC,5
2454,Jan,,KRZESIŃSKI,5
2455,Katarzyna,Agnieszka,MALIK-MENDELSKA,5
2456,Jolanta,,MARKIEWICZ,5
2457,Leszek,,KAŁWAK,5
2458,Danuta,Teresa,KUPNY,5
2459,Alicja,,ZAWIŚLAK,5
